ensembl_gene_id,gene_symbol,chromosome,start,end,strand,biotype,description
ENSG00000225383,SFTA1P,10,10784436,10798639,-1,lncRNA,"surfactant associated 1, lncRNA [Source:HGNC Symbol;Acc:HGNC:18383]"
ENSG00000237856,,2,123065321,123067722,1,lncRNA,novel transcript
ENSG00000086758,HUWE1,X,53532096,53686752,-1,protein_coding,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
ENSG00000295198,,5,13579304,13580421,1,lncRNA,novel transcript
ENSG00000293504,NPY6R,5,137801192,137860070,1,lncRNA,neuropeptide Y receptor Y6 (pseudogene) [Source:NCBI gene (formerly Entrezgene);Acc:4888]
ENSG00000248672,LY75-CD302,2,159771851,159904710,-1,protein_coding,LY75-CD302 readthrough [Source:HGNC Symbol;Acc:HGNC:38828]
ENSG00000179057,IGSF22,11,18704312,18726230,-1,protein_coding,immunoglobulin superfamily member 22 [Source:HGNC Symbol;Acc:HGNC:26750]
ENSG00000253583,,8,63519535,63589768,1,lncRNA,novel transcript
ENSG00000295218,,5,137679086,137703982,1,lncRNA,"novel transcript, antisense to KLHL3"
ENSG00000295236,,5,137754489,137755691,1,lncRNA,novel transcript
ENSG00000295238,,5,128246009,128249230,1,lncRNA,novel transcript
ENSG00000295261,,5,138455439,138458528,-1,lncRNA,novel transcript
ENSG00000253855,,8,2506919,2522186,1,lncRNA,novel transcript
ENSG00000251076,,5,112219335,112257309,1,lncRNA,novel transcript
ENSG00000287747,,8,6780871,6789024,1,lncRNA,novel transcript
ENSG00000295272,,5,2558708,2559874,-1,lncRNA,novel transcript
ENSG00000307384,,8,63572967,63577852,-1,lncRNA,novel transcript
ENSG00000295276,,5,71744656,71787273,1,lncRNA,novel transcript
ENSG00000307394,,8,6787110,6788023,-1,lncRNA,novel transcript
ENSG00000307426,,8,137838735,137840571,1,lncRNA,novel transcript
ENSG00000272163,,8,24912157,24914717,-1,lncRNA,"novel transcript, antisense to NEFM"
ENSG00000307502,,8,79182721,79191083,1,lncRNA,novel transcript
ENSG00000295283,,5,138456963,138457883,1,lncRNA,novel transcript
ENSG00000307508,,8,49718083,49719474,1,lncRNA,novel transcript
ENSG00000295289,,5,80572555,80573334,-1,lncRNA,novel transcript
ENSG00000254129,,8,29110573,29140729,1,lncRNA,"novel transcript, antisense to KIF13B"
ENSG00000295300,,5,71750112,71762718,1,lncRNA,novel transcript
ENSG00000295307,,5,15885387,15902125,-1,lncRNA,"novel transcript, antisense to FBXL7"
ENSG00000295318,,5,71747281,71749857,-1,lncRNA,novel transcript
ENSG00000307526,,8,33604359,33609631,-1,lncRNA,novel transcript
ENSG00000277288,LINC02881,10,44292262,44294836,1,lncRNA,long intergenic non-protein coding RNA 2881 [Source:HGNC Symbol;Acc:HGNC:51236]
ENSG00000295323,,5,180689216,180717975,1,lncRNA,novel transcript
ENSG00000307535,,8,20797023,20816713,-1,lncRNA,novel transcript
ENSG00000307578,,8,129261496,129332270,1,lncRNA,novel transcript
ENSG00000279232,,5,98792861,98841934,-1,lncRNA,"novel transcript, antisense to RGMB"
ENSG00000253926,,8,129411710,129452998,1,lncRNA,novel transcript
ENSG00000279375,,5,141191599,141194153,-1,lncRNA,"novel transcript, antisense to PCDHB10"
ENSG00000275719,,19,46787815,46789043,1,lncRNA,"novel transcript, antisense to SLC1A5"
ENSG00000295348,,5,98840047,98868869,1,lncRNA,"novel transcript, antisense to CHD1"
ENSG00000275862,,19,46809583,46810182,1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein M (HNRNPM) pseudogene
ENSG00000295352,,5,137127212,137131168,1,lncRNA,"novel transcript, antisense to SPOCK1"
ENSG00000269576,HNRNPMP2,19,46809585,46810183,1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein M pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48746]
ENSG00000234944,LINC02623,10,42871430,42874060,1,lncRNA,long intergenic non-protein coding RNA 2623 [Source:HGNC Symbol;Acc:HGNC:54101]
ENSG00000269014,,19,46826895,46828440,-1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1-like 2 (HNRNPA1L2) pseudogene
ENSG00000295356,,5,51219078,51226573,-1,lncRNA,novel transcript
ENSG00000296493,,10,10642491,10644173,-1,lncRNA,novel transcript
ENSG00000233270,SNRPEP4,19,5576660,5576938,-1,processed_pseudogene,SNRPE pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43446]
ENSG00000226272,ARHGAP26-AS1,5,142859600,142871204,-1,lncRNA,ARHGAP26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40792]
ENSG00000296526,,10,10766395,10767498,1,lncRNA,novel transcript
ENSG00000141644,MBD1,18,50266746,50281846,-1,protein_coding,methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]
ENSG00000296548,,10,83882892,83914487,-1,lncRNA,novel transcript
ENSG00000286998,,11,18761664,18764965,1,lncRNA,"novel transcript, antisense to PTPN5"
ENSG00000188039,NWD1,19,16719847,16817963,1,protein_coding,NACHT and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27619]
ENSG00000276789,MRGPRX8P,11,18836304,18837081,1,processed_pseudogene,"MAS related GPR family member X8, pseudogene [Source:HGNC Symbol;Acc:HGNC:54332]"
ENSG00000255511,,11,18870989,18873462,-1,processed_pseudogene,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene
ENSG00000301171,,4,105306534,105307198,1,lncRNA,novel transcript
ENSG00000254541,MRGPRX6P,11,18886933,18887920,-1,unprocessed_pseudogene,"MAS related GPR family member X6, pseudogene [Source:HGNC Symbol;Acc:HGNC:54330]"
ENSG00000301182,,4,89840786,89898560,-1,lncRNA,"novel transcript, antisense to MMRN1"
ENSG00000155957,TMBIM4,12,66135846,66170027,-1,protein_coding,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]
ENSG00000255536,MRGPRX5P,11,18910436,18911396,-1,unprocessed_pseudogene,"MAS related GPR family member X5, pseudogene [Source:HGNC Symbol;Acc:HGNC:54329]"
ENSG00000296562,,10,65413120,65428835,-1,lncRNA,novel transcript
ENSG00000296980,,15,36426061,36428423,-1,lncRNA,novel transcript
ENSG00000254738,MRGPRX11P,11,18956055,18957015,-1,unprocessed_pseudogene,"MAS related GPR family member X11, pseudogene [Source:HGNC Symbol;Acc:HGNC:54335]"
ENSG00000296565,,10,106532320,106540920,-1,lncRNA,novel transcript
ENSG00000254720,MRGPRX10P,11,18971746,18972703,-1,unprocessed_pseudogene,"MAS related GPR family member X10, pseudogene [Source:HGNC Symbol;Acc:HGNC:54334]"
ENSG00000255424,MRGPRX9P,11,19029697,19030438,-1,unprocessed_pseudogene,"MAS related GPR family member X9, pseudogene [Source:HGNC Symbol;Acc:HGNC:54333]"
ENSG00000296571,,10,97118053,97119202,-1,lncRNA,"novel transcript, sense intronic to SLIT1"
ENSG00000183695,MRGPRX2,11,19054455,19060717,-1,protein_coding,MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]
ENSG00000296592,,10,128709401,128716895,1,lncRNA,novel transcript
ENSG00000301196,,4,67372641,67374577,-1,lncRNA,novel transcript
ENSG00000101473,ACOT8,20,45841709,45857405,-1,protein_coding,acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]
ENSG00000296621,,10,114084073,114086564,-1,lncRNA,novel transcript
ENSG00000301197,,4,89427932,89441295,-1,lncRNA,novel transcript
ENSG00000307607,,8,139362889,139369930,-1,lncRNA,novel transcript
ENSG00000296622,,10,47137625,47177851,1,lncRNA,novel transcript
ENSG00000290803,,4,6199709,6239937,1,lncRNA,novel transcript
ENSG00000307692,,8,3620982,3628057,1,lncRNA,"novel transcript, antisense to CSMD1"
ENSG00000170255,MRGPRX1,11,18933499,18939414,-1,protein_coding,MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]
ENSG00000275322,SCDAL,15,96341226,96345651,1,lncRNA,stem cell derived angiogenic lncRNA [Source:HGNC Symbol;Acc:HGNC:58108]
ENSG00000295399,,5,142809155,142810155,-1,lncRNA,"novel transcript, antisense to ARHGAP26"
ENSG00000307714,,8,144335356,144340974,1,lncRNA,"novel transcript, antisense to SCRT1"
ENSG00000295400,,5,149654544,149658864,1,lncRNA,novel transcript
ENSG00000254648,,11,134035832,134037107,-1,lncRNA,novel transcript
ENSG00000272192,PDE7A-DT,8,65842106,65843712,1,lncRNA,PDE7A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55223]
ENSG00000254481,PTP4A2P2,11,134123828,134124329,-1,processed_pseudogene,PTP4A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9638]
ENSG00000248318,SNTB1-AS2,8,120761253,120776832,1,lncRNA,SNTB1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58244]
ENSG00000254616,,11,134173095,134173680,1,processed_pseudogene,Zinc finger protein 628 (ZNF628) pseudogene
ENSG00000259219,,15,99976481,99986679,1,lncRNA,"novel transcript, antisense to ADAMTS17"
ENSG00000254442,,11,134316782,134317088,-1,processed_pseudogene,"ATPase, H+/K+ exchanging, beta polypeptide (ATP4B) pseudogene"
ENSG00000248323,LUCAT1,5,91054834,91314547,-1,lncRNA,lung cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48498]
ENSG00000307746,,8,42017451,42039373,1,lncRNA,"novel transcript, antisense to KAT6A"
ENSG00000172489,OR5T3,11,56252254,56253222,1,protein_coding,olfactory receptor family 5 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:15297]
ENSG00000296996,,15,96369547,96372650,-1,lncRNA,novel transcript
ENSG00000307756,,8,114572590,114591788,1,lncRNA,novel transcript
ENSG00000290767,,15,99790156,99806961,-1,lncRNA,novel transcript
ENSG00000277932,OR52E5,11,5893208,5902730,1,protein_coding,olfactory receptor family 52 subfamily E member 5 [Source:HGNC Symbol;Acc:HGNC:15214]
ENSG00000236461,,9,115119539,115138409,-1,lncRNA,novel transcript
ENSG00000307759,,8,31902979,31910416,1,lncRNA,"novel transcript, sense intronic to NRG1"
ENSG00000183560,IZUMO1R,11,94304580,94308146,1,protein_coding,"IZUMO1 receptor, JUNO [Source:HGNC Symbol;Acc:HGNC:32565]"
ENSG00000307762,,8,28980713,29002323,-1,lncRNA,"novel transcript, antisense to HMBOX1"
ENSG00000272631,,10,86719835,86756386,-1,lncRNA,"novel transcript, antisense to BMPR1A"
ENSG00000307790,,8,134059004,134087065,1,lncRNA,novel transcript
ENSG00000301210,,4,89538202,89551334,-1,lncRNA,novel transcript
ENSG00000307799,,8,121158771,121162188,-1,lncRNA,novel transcript
ENSG00000307361,,9,77967571,78030902,-1,lncRNA,novel transcript
ENSG00000307810,,8,98394276,98400485,-1,lncRNA,"novel transcript, sense intronic to STK3"
ENSG00000307373,,9,88853056,88872379,1,lncRNA,novel transcript
ENSG00000307377,,9,115118418,115119030,-1,lncRNA,novel transcript
ENSG00000307379,,9,77946037,77988707,1,lncRNA,"novel transcript, antisense to GNAQ"
ENSG00000254119,LINC02842,8,61785047,62119898,1,lncRNA,long intergenic non-protein coding RNA 2842 [Source:HGNC Symbol;Acc:HGNC:54378]
ENSG00000307395,,9,77769509,77772210,1,lncRNA,"novel transcript, antisense to GNAQ"
ENSG00000224265,LINC02633,10,43317578,43327932,1,lncRNA,long intergenic non-protein coding RNA 2633 [Source:HGNC Symbol;Acc:HGNC:54116]
ENSG00000301224,,4,148751509,148835295,-1,lncRNA,novel transcript
ENSG00000307425,,9,87070306,87079449,-1,lncRNA,novel transcript
ENSG00000166337,TAF10,11,6606294,6612539,-1,protein_coding,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]
ENSG00000307437,,9,108310665,108417028,-1,lncRNA,novel transcript
ENSG00000307454,,9,96383754,96398901,1,lncRNA,"novel transcript, antisense to ZNF367"
ENSG00000307461,,9,80379200,80384596,-1,lncRNA,novel transcript
ENSG00000247775,SNCA-AS1,4,89836394,89842294,1,lncRNA,SNCA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50600]
ENSG00000307463,,9,63408682,63421382,-1,lncRNA,novel transcript
ENSG00000297029,,15,71278839,71294617,-1,lncRNA,"novel transcript, antisense to THSD4"
ENSG00000307465,,9,12948678,12974182,1,lncRNA,novel transcript
ENSG00000307471,,9,97891957,97893269,-1,lncRNA,novel transcript
ENSG00000296663,,10,121118863,121185470,-1,lncRNA,novel transcript
ENSG00000227269,,9,99183373,99185536,1,lncRNA,novel transcript
ENSG00000296680,,10,121129483,121132724,1,lncRNA,novel transcript
ENSG00000290880,,15,28788243,28875589,1,lncRNA,novel transcript
ENSG00000296693,,10,75191695,75211547,-1,lncRNA,"novel transcript, antisense to VDAC2"
ENSG00000307490,,9,63440679,63441566,-1,lncRNA,novel transcript
ENSG00000307493,,9,13037875,13045101,1,lncRNA,novel transcript
ENSG00000251580,LINC02482,4,6648695,6673965,-1,lncRNA,long intergenic non-protein coding RNA 2482 [Source:HGNC Symbol;Acc:HGNC:53458]
ENSG00000307505,,9,103524176,103546490,-1,lncRNA,novel transcript
ENSG00000296701,,10,121159400,121160281,1,lncRNA,novel transcript
ENSG00000296710,,10,131621675,131622356,-1,lncRNA,novel transcript
ENSG00000307513,,9,129383194,129383487,1,lncRNA,novel transcript
ENSG00000307539,,9,93431928,93437927,1,lncRNA,"novel transcript, antisense to FAM120AOS"
ENSG00000229124,VIM-AS1,10,17214239,17230029,-1,lncRNA,VIM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44879]
ENSG00000270372,LINC03131,9,10948281,11065127,-1,lncRNA,long intergenic non-protein coding RNA 3131 [Source:HGNC Symbol;Acc:HGNC:58088]
ENSG00000176009,ASCL3,11,8937578,8943016,-1,protein_coding,achaete-scute family bHLH transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:740]
ENSG00000280021,OR51F1,11,4768979,4769938,-1,protein_coding,olfactory receptor family 51 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:15196]
ENSG00000287556,,11,111013452,111027636,1,lncRNA,novel transcript
ENSG00000200168,RNA5SP350,11,111040098,111040208,-1,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 350 [Source:HGNC Symbol;Acc:HGNC:43250]"
ENSG00000301238,,4,89813097,89815309,1,lncRNA,"novel transcript, antisense to SNCA"
ENSG00000271390,,11,111089870,111090368,-1,lncRNA,novel transcript
ENSG00000239354,RPS17P15,11,111105547,111105895,-1,processed_pseudogene,ribosomal protein S17 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:35931]
ENSG00000301243,,4,162197655,162203599,-1,lncRNA,novel transcript
ENSG00000270202,,11,111107060,111107750,-1,processed_pseudogene,"PEST proteolytic signal containing nuclear protein, pseudogene"
ENSG00000283183,,4,576404,618108,1,lncRNA,novel transcript
ENSG00000150750,POU2AF2,11,111245725,111286401,1,protein_coding,POU class 2 homeobox associating factor 2 [Source:HGNC Symbol;Acc:HGNC:30527]
ENSG00000296772,,10,96284993,96285445,-1,lncRNA,novel transcript
ENSG00000296811,,10,72247292,72249022,-1,lncRNA,novel transcript
ENSG00000296831,,10,30058838,30127879,1,lncRNA,"novel transcript, antisense to KIAA1462"
ENSG00000287077,,10,87203717,87225076,1,lncRNA,novel transcript
ENSG00000296870,,10,29781727,29783666,-1,lncRNA,novel transcript
ENSG00000288097,,11,111320379,111323816,1,lncRNA,novel transcript
ENSG00000224914,LINC00863,10,87341440,87357882,1,lncRNA,long intergenic non-protein coding RNA 863 [Source:HGNC Symbol;Acc:HGNC:45162]
ENSG00000307594,,9,27585335,27691045,-1,lncRNA,novel transcript
ENSG00000229701,MTND2P20,2,155264163,155264823,-1,processed_pseudogene,MT-ND2 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:42121]
ENSG00000233045,RPL15P5,2,138278574,138279210,1,processed_pseudogene,ribosomal protein L15 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35746]
ENSG00000214290,POU2AF3,11,111298546,111308735,1,protein_coding,POU class 2 homeobox associating factor 3 [Source:HGNC Symbol;Acc:HGNC:26978]
ENSG00000235056,,2,195003711,195026370,-1,lncRNA,novel transcript
ENSG00000154727,GABPA,21,25734570,25772460,1,protein_coding,GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071]
ENSG00000232690,HSPE1P9,2,234455157,234455783,-1,unprocessed_pseudogene,heat shock protein family E (Hsp10) member 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:49328]
ENSG00000235787,RPL35AP8,3,42469640,42469879,1,processed_pseudogene,ribosomal protein L35a pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:36976]
ENSG00000287629,,3,42665873,42683793,-1,lncRNA,"novel transcript, antisense to ZBTB47"
ENSG00000240203,RN7SL567P,3,42676189,42676491,-1,misc_RNA,"RNA, 7SL, cytoplasmic 567, pseudogene [Source:HGNC Symbol;Acc:HGNC:46583]"
ENSG00000307833,,8,98397791,98401396,1,lncRNA,novel transcript
ENSG00000231898,MYO3B-AS1,2,170332085,170408564,-1,lncRNA,MYO3B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40713]
ENSG00000285539,,3,42692663,42732922,-1,lncRNA,novel protein
ENSG00000307610,,9,27664374,27684424,1,lncRNA,novel transcript
ENSG00000254777,,8,60909661,61027486,1,lncRNA,novel transcript
ENSG00000280571,,3,42705756,42804518,-1,protein_coding,novel protein
ENSG00000307636,,9,132994719,132997828,1,lncRNA,novel transcript
ENSG00000307648,,9,79985187,79985936,-1,lncRNA,novel transcript
ENSG00000307685,,9,88916630,88917523,-1,lncRNA,novel transcript
ENSG00000232896,,9,110599418,110605219,1,lncRNA,novel transcript
ENSG00000287417,,3,42719401,42723136,1,lncRNA,"novel transcript, antisense to CCDC13"
ENSG00000180432,CYP8B1,3,42856005,42875898,-1,protein_coding,cytochrome P450 family 8 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2653]
ENSG00000307729,,9,100457754,100471104,1,lncRNA,"novel transcript, sense intronic to MSANTD3-TMEFF1"
ENSG00000307767,,9,20289568,20290543,-1,lncRNA,novel transcript
ENSG00000307771,,9,128287853,128299877,-1,lncRNA,"novel transcript, antisense to SWI5"
ENSG00000240698,RPS2P39,11,108690289,108690956,-1,processed_pseudogene,ribosomal protein S2 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:36131]
ENSG00000307874,,9,117996892,118024497,-1,lncRNA,novel transcript
ENSG00000254730,,11,108727741,108730104,-1,processed_pseudogene,adenosine deaminase-like (ADAL) pseudogene
ENSG00000236459,HNRNPA1P22,3,42889361,42890306,1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:39540]
ENSG00000173456,RNF26,11,119334527,119337309,1,protein_coding,ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]
ENSG00000173389,IQCF1,3,51894876,51903353,-1,protein_coding,IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]
ENSG00000296924,,10,87329175,87334850,1,lncRNA,novel transcript
ENSG00000245385,,11,119336249,119337309,-1,lncRNA,"novel transcript, antisense to RNF26"
ENSG00000223953,C1QTNF5,11,119338942,119340940,-1,protein_coding,C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]
ENSG00000307888,,9,110337991,110338642,1,lncRNA,novel transcript
ENSG00000296999,,10,102862610,102870908,-1,lncRNA,"novel transcript, antisense to BORCS7 and AS3MT"
ENSG00000307955,,9,132125713,132126793,-1,lncRNA,novel transcript
ENSG00000297038,,10,25808635,25890288,1,lncRNA,novel transcript
ENSG00000225951,ODF2-AS1,9,128468925,128473115,-1,lncRNA,ODF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49461]
ENSG00000270412,COL15A1-AS1,9,98943337,98944316,-1,lncRNA,COL15A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58152]
ENSG00000226304,,10,25883997,25935027,-1,lncRNA,novel transcript
ENSG00000184345,IQCF2,3,51861615,51863424,1,protein_coding,IQ motif containing F2 [Source:HGNC Symbol;Acc:HGNC:31815]
ENSG00000205330,OR6C1,12,55314343,55322364,1,protein_coding,olfactory receptor family 6 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8355]
ENSG00000290837,LRRC37A5P,9,111602831,111631297,-1,lncRNA,"leucine rich repeat containing 37 member A5, pseudogene [Source:HGNC Symbol;Acc:HGNC:23369]"
ENSG00000301253,,4,122080018,122085739,1,lncRNA,novel transcript
ENSG00000301266,,4,32426146,32432484,1,lncRNA,novel transcript
ENSG00000297083,,15,71256586,71261106,-1,lncRNA,"novel transcript, antisense to THSD4"
ENSG00000250968,LINC02382,4,170742332,170743819,-1,lncRNA,long intergenic non-protein coding RNA 2382 [Source:HGNC Symbol;Acc:HGNC:53305]
ENSG00000235718,MFRP,11,119338942,119346705,-1,protein_coding,membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]
ENSG00000241789,RN7SL504P,3,51872178,51872464,1,misc_RNA,"RNA, 7SL, cytoplasmic 504, pseudogene [Source:HGNC Symbol;Acc:HGNC:46520]"
ENSG00000297131,,15,69972467,70024730,-1,lncRNA,novel transcript
ENSG00000288913,,4,110197126,110198402,1,lncRNA,"novel transcript, antisense to ELOVL6"
ENSG00000235455,IQCF5-AS1,3,51873596,51875767,1,lncRNA,IQCF5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41297]
ENSG00000088325,TPX2,20,31739248,31801805,1,protein_coding,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]
ENSG00000215009,ACSM4,12,7304072,7328719,1,protein_coding,acyl-CoA synthetase medium chain family member 4 [Source:HGNC Symbol;Acc:HGNC:32016]
ENSG00000214681,IQCF5,3,51873721,51875601,-1,protein_coding,IQ motif containing F5 [Source:HGNC Symbol;Acc:HGNC:35159]
ENSG00000297149,,15,70023486,70032239,1,lncRNA,novel transcript
ENSG00000301287,,4,188260692,188276006,1,lncRNA,novel transcript
ENSG00000297161,,15,34722044,34736327,1,lncRNA,novel transcript
ENSG00000216135,MIR885,3,10394489,10394562,-1,miRNA,microRNA 885 [Source:HGNC Symbol;Acc:HGNC:33659]
ENSG00000214825,EI24P3,3,44524744,44525805,-1,processed_pseudogene,EI24 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44588]
ENSG00000301317,,4,140102194,140102516,-1,lncRNA,"novel transcript, sense intronic to MAML3"
ENSG00000297060,,10,93280692,93322696,1,lncRNA,"novel transcript, antisense to MYOF"
ENSG00000308064,,9,93707205,93708758,-1,lncRNA,novel transcript
ENSG00000261121,LINC02473,4,24659856,24671568,1,lncRNA,long intergenic non-protein coding RNA 2473 [Source:HGNC Symbol;Acc:HGNC:53412]
ENSG00000308124,,9,67365445,67414209,-1,lncRNA,novel transcript
ENSG00000277509,,3,44528955,44529391,-1,processed_pseudogene,zinc finger protein 347 (ZNF347) pseudogene
ENSG00000165511,ZNF22-AS1,10,44997697,45236093,-1,lncRNA,ZNF22 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23509]
ENSG00000272077,,3,44667412,44669364,1,lncRNA,novel transcript
ENSG00000297232,,15,32349903,32358667,-1,lncRNA,novel transcript
ENSG00000228714,,9,115324932,115844651,-1,lncRNA,"novel transcript, antisense to DEC1"
ENSG00000235805,SOCS5P3,3,44709311,44710886,-1,processed_pseudogene,suppressor of cytokine signaling 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44599]
ENSG00000301335,,4,136056806,136068303,1,lncRNA,novel transcript
ENSG00000248197,LINC00290,4,181036398,181159473,-1,lncRNA,long intergenic non-protein coding RNA 290 [Source:HGNC Symbol;Acc:HGNC:38515]
ENSG00000197808,ZNF461,19,36636618,36666853,-1,protein_coding,zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]
ENSG00000185313,SCN10A,3,38696802,38816286,-1,protein_coding,sodium voltage-gated channel alpha subunit 10 [Source:HGNC Symbol;Acc:HGNC:10582]
ENSG00000297264,,15,78537843,78540345,-1,lncRNA,novel transcript
ENSG00000297267,,15,51671830,51681429,-1,lncRNA,novel transcript
ENSG00000261634,PAQR5-DT,15,69263427,69298814,-1,lncRNA,PAQR5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55353]
ENSG00000076555,ACACB,12,109116587,109268226,1,protein_coding,acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]
ENSG00000297287,,15,51677662,51681298,1,lncRNA,novel transcript
ENSG00000301356,,4,156252977,156438946,1,lncRNA,novel transcript
ENSG00000260392,,15,56542952,56629592,-1,lncRNA,novel transcript
ENSG00000301365,,4,117257668,117260176,1,lncRNA,novel transcript
ENSG00000301375,,4,181073416,181074515,1,lncRNA,novel transcript
ENSG00000254590,,11,119402792,119404088,1,processed_pseudogene,hippocampus abundant transcript 1 (HIAT1) pseudogene
ENSG00000301377,,4,156221300,156253045,-1,lncRNA,novel transcript
ENSG00000254892,,11,119403963,119404227,-1,processed_pseudogene,novel pseudogene
ENSG00000301395,,4,181147365,181148087,-1,lncRNA,novel transcript
ENSG00000263873,THY1-AS1,11,119417951,119419114,1,lncRNA,THY1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54852]
ENSG00000301400,,4,78617660,78646280,-1,lncRNA,novel transcript
ENSG00000255377,DUXAP5,11,119444991,119445519,-1,processed_pseudogene,double homeobox A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:32184]
ENSG00000307854,,8,140464540,140466400,1,lncRNA,novel transcript
ENSG00000260877,,11,69299274,69372512,1,lncRNA,novel transcript
ENSG00000301404,,4,156367270,156385552,1,lncRNA,novel transcript
ENSG00000228392,,9,126286999,126298593,-1,lncRNA,novel transcript
ENSG00000181786,ACTL9,19,8697400,8698795,-1,protein_coding,actin like 9 [Source:HGNC Symbol;Acc:HGNC:28494]
ENSG00000253834,,8,61800229,61825255,-1,lncRNA,novel transcript
ENSG00000259504,,15,69278675,69295323,1,lncRNA,novel transcript
ENSG00000271474,UNC5C-AS1,4,95548924,95552457,1,lncRNA,UNC5C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55246]
ENSG00000197483,ZNF628,19,55476617,55484487,1,protein_coding,zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
ENSG00000297300,,15,73390081,73391195,1,lncRNA,novel transcript
ENSG00000301421,,4,156325973,156330488,-1,lncRNA,novel transcript
ENSG00000287975,,8,60868524,60904807,1,lncRNA,novel transcript
ENSG00000308189,,9,115743871,116070240,1,lncRNA,novel transcript
ENSG00000297304,,15,95169955,95173403,1,lncRNA,novel transcript
ENSG00000287632,,4,78669690,78691691,-1,lncRNA,novel transcript
ENSG00000213275,IFITM9P,11,69303412,69303807,-1,processed_pseudogene,interferon induced transmembrane protein 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33972]
ENSG00000259424,IRAIN,15,98572365,98648337,-1,lncRNA,IGF1R antisense imprinted non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:50365]
ENSG00000259854,LINC02956,11,69414307,69416832,1,lncRNA,long intergenic non-protein coding RNA 2956 [Source:HGNC Symbol;Acc:HGNC:55976]
ENSG00000184635,ZNF93,19,19900913,19963464,1,protein_coding,zinc finger protein 93 [Source:HGNC Symbol;Acc:HGNC:13169]
ENSG00000261347,,11,69467598,69469705,1,lncRNA,novel transcript
ENSG00000301423,,4,169291125,169329460,-1,lncRNA,novel transcript
